"","SampleID","Age Interval","Period","DonorID","Sex","Structure Acronym","Regions","Hemisphere","PMI (hours)","Sequencing Batch","Chimeric Pairs","Percent aligned ChrX","Percent aligned ChrY","AUC all percentage","AUC unique percentage","Mode Fragment Length Count","Exonic Rate","Total fragments assigned exon fc","Total fragments count unique exon fc","Total fragments count unique assigned exon fc","Total Assigned Gene","Intronic Rate","Percentage mapped multi loci STAR","Percentage mapped too many loci STAR","Percentage unmapped other STAR","Reads Mapped","Total N Reads","Mapping Rate","Mapping Rate unique","Mapping Rate both","Junction count","Mapped Pairs","Percentage mapped multi loci both STAR","Percentage mapped too many loci both STAR"
"1","ERR1472952","8-9pcw","Prenatal","11826_donorID","F","CAU","Forebrain","R",2,"sequencing batch:FC2014_038",2.17,3.08,0.01,130.24,132.58,248186,75.1,38729316,62589023,38729316,38208838,9.12,6.21,0.06,0.03,51568896,53177214,90.76,48264169,97,297617,51568896,6.2,0.1
"2","ERR1472953","8-9pcw","Prenatal","11827_donorID","F","CAU","Forebrain","L",2,"sequencing batch:FC2014_038",1.66,2.3,0.01,126.8,133.02,192644,70.37,25726258,56483062,25726258,25625972,9.42,11.58,0.06,0.03,36560395,37282133,86.48,32242634,98.1,259582,36560395,11.6,0.1
"3","ERR1472954","8-9pcw","Prenatal","11827_donorID","F","CAU","Forebrain","R",2,"sequencing batch:FC2014_038",1.9,2.87,0.01,129.56,133.59,185245,74.57,27389234,49451226,27389234,27032568,8.38,8.32,0.05,0.03,36728569,37757206,88.95,33586076,97.3,272815,36728569,8.3,0.1
"4","ERR1472955","8-9pcw","Prenatal","11846_donorID","F","CAU","Forebrain","L",30,"sequencing batch:FC2014_030",2.16,3.04,0.01,130.32,132.76,227702,74.51,33864292,54994666,33864292,33382117,9.05,6.16,0.06,0.03,45448477,46643320,91.28,42576845,97.4,292235,45448477,6.2,0.1
"5","ERR1472956","8-9pcw","Prenatal","11846_donorID","F","CAU","Forebrain","R",30,"sequencing batch:FC2014_030",2.16,3.05,0.01,130.11,132.79,183532,74.25,27803470,46081344,27803470,27396685,9.16,6.48,0.06,0.03,37444145,38413344,91,34955957,97.5,274488,37444145,6.5,0.1
"6","ERR1472957","8-9pcw","Prenatal","11918_donorID","F","CAU","Forebrain","L",2,"sequencing batch:FC2014_030",1.85,2.91,0.01,128.86,131.93,249098,73.46,32270067,56030670,32270067,31905748,9.47,7.16,0.06,0.03,43930257,44741577,91.02,40725633,98.2,280438,43930257,7.2,0.1
"7","ERR1472958","8-9pcw","Prenatal","11918_donorID","F","CAU","Forebrain","R",2,"sequencing batch:FC2014_030",1.99,2.95,0.01,129.7,133.43,271953,73.9,33800454,60482297,33800454,33442993,8.78,8,0.06,0.03,45739536,46467041,90.44,42023440,98.4,280589,45739536,8,0.1
"8","ERR1472959","8-9pcw","Prenatal","11831_donorID","M","CAU","Forebrain","L",NA,"sequencing batch:FC2014_035",2.07,3.04,0.11,128.93,130.86,200259,70.62,29586215,49434663,29586215,29107716,12.16,5.55,0.07,0.04,41897401,42575619,92.85,39532525,98.4,284432,41897401,5.6,0.1
"9","ERR1472960","8-9pcw","Prenatal","11831_donorID","M","CAU","Forebrain","R",NA,"sequencing batch:FC2014_032",2.19,3.19,0.1,131.67,133.19,282862,77.87,42284756,61844483,42284756,41600066,8.06,4.97,0.06,0.02,54298412,55271732,93.27,51552927,98.2,312469,54298412,5,0.1
"10","ERR1472961","8-9pcw","Prenatal","11845_donorID","M","CAU","Forebrain","R",2,"sequencing batch:FC2014_043, FC2014_117",3.09,2.97,0.11,132.23,134.33,165082,77.05,23735506,36382344,23735506,23359078,7.6,5.66,0.06,0.03,30803798,31320898,92.69,29030062,98.3,261609,30803798,5.7,0.1
"11","ERR1472962","8-9pcw","Prenatal","11845_donorID","M","CAU","Forebrain","R",2,"sequencing batch:FC2014_043, FC2014_117",3.01,2.92,0.1,131.75,134,69234,76.23,9247120,14524327,9247120,9104741,7.95,5.94,0.06,0.03,12130934,12367337,92.15,11396869,98.1,198847,12130934,5.9,0.1
"12","ERR1472963","8-9pcw","Prenatal","11851_donorID","F","CAU","Forebrain","L",4,"sequencing batch:FC2014_066",3.27,3.64,0.01,129.91,131.26,203733,74.6,27087326,40401316,27087326,26700214,9.91,4.56,0.04,0.03,36309357,37275444,92.85,34611192,97.4,205444,36309357,4.6,0
"13","ERR1472964","8-9pcw","Prenatal","11851_donorID","F","CAU","Forebrain","R",4,"sequencing batch:FC2014_066",3.47,3.61,0.01,129.53,130.86,242684,73.49,32333219,48935734,32333219,31894607,10.45,4.55,0.05,0.03,43998961,45303145,92.57,41935774,97.1,226272,43998961,4.6,0.1
"14","ERR1472965","8-9pcw","Prenatal","11873_donorID","F","CAU","Forebrain","L",18,"sequencing batch:FC2014_075",3.82,3.65,0.02,127.67,128.6,182326,70.28,24893919,38374290,24893919,24580362,12.93,3.88,0.04,0.04,35422510,36275980,93.77,34015346,97.6,193027,35422510,3.9,0
"15","ERR1472966","8-9pcw","Prenatal","11873_donorID","F","CAU","Forebrain","R",18,"sequencing batch:FC2014_066",3.28,3.56,0.02,127.14,128.22,297642,71.09,36296430,55891041,36296430,35839739,12.46,4.1,0.04,0.03,51059978,52090646,93.92,48923625,98,218875,51059978,4.1,0
"16","ERR1472967","8-9pcw","Prenatal","11832_donorID","F","CAU","Forebrain","L",3,"sequencing batch:FC2014_071",2.05,3.31,0.02,132.84,134.83,219786,77.05,31762653,48732669,31762653,31325646,8.28,6.07,0.06,0.03,41221900,42164864,91.7,38663768,97.8,272693,41221900,6.1,0.1
"17","ERR1472968","8-9pcw","Prenatal","11832_donorID","F","CAU","Forebrain","R",3,"sequencing batch:FC2014_071",1.74,3.14,0.02,130.14,132.87,216489,74.04,31559423,53862967,31559423,31161175,9.33,6.98,0.06,0.03,42627439,43371385,91.3,39599724,98.3,292059,42627439,7,0.1
"18","ERR1472969","8-9pcw","Prenatal","11830_donorID","F","CAU","Forebrain","L",NA,"sequencing batch:FC2014_073",2.74,2.81,0.01,137.48,141.57,308076,77.67,32995723,56706047,32995723,32590578,6.56,8.91,0.07,0.02,42479866,44769549,85.98,38491758,94.9,193906,42479866,8.9,0.1
"19","ERR1472970","8-9pcw","Prenatal","11830_donorID","F","CAU","Forebrain","R",NA,"sequencing batch:FC2014_073",1.88,3.05,0.01,130.96,133.33,192488,72.66,26265060,44283329,26265060,25881421,10.7,6.43,0.07,0.03,36145930,37155536,90.85,33757162,97.3,264095,36145930,6.4,0.1
"20","ERR1472971","8-9pcw","Prenatal","11920_donorID","M","CAU","Forebrain","L",2.83333333333333,"sequencing batch:FC2014_054",3.71,2.75,0.09,132.84,136.34,333645,78.2,45729994,76060195,45729994,45540571,5.95,8.31,0.05,0.02,58480523,60374592,88.55,53460862,96.9,286445,58480523,8.3,0.1
"21","ERR1472972","8-9pcw","Prenatal","11920_donorID","M","CAU","Forebrain","R",2.83333333333333,"sequencing batch:FC2014_054",4.87,3.03,0.09,135.75,138.33,247415,83.36,36582709,53765024,36582709,36287821,3.73,6.82,0.03,0.01,43885082,45159455,90.35,40803515,97.2,266495,43885082,6.8,0
"22","ERR1472973","16-18pcw","Prenatal","11907_donorID","F","CAU","Forebrain","R",16.6666666666667,"sequencing batch:FC2014_054",10.2,2.97,0.01,141.97,145.18,326223,85.2,46697062,68282886,46697062,46360213,2.62,7.45,0.03,0.01,54808961,56633676,89.33,50588633,96.8,281149,54808961,7.5,0
"23","ERR1472974","13-15pcw","Prenatal","1923_donorID","F","CAU","Forebrain","L",2.5,"sequencing batch:FC2014_055",6.85,3.06,0.01,137.9,141.11,221056,84.12,33855445,50668842,33855445,33453453,3.45,6.93,0.03,0.01,40245134,42185241,88.47,37321256,95.4,275219,40245134,6.9,0
"24","ERR1472975","13-15pcw","Prenatal","1923_donorID","F","CAU","Forebrain","R",2.5,"sequencing batch:FC2014_055",4.92,2.95,0.01,134.76,138.09,236263,77.74,32873539,54248158,32873539,32631627,6.95,7.7,0.05,0.02,42286999,43320408,89.91,38949871,97.6,273269,42286999,7.7,0.1
"25","ERR1472976","10-12pcw","Prenatal","11656_donorID","F","CAU","Forebrain","",NA,"sequencing batch:FC2014_047",2.32,3.11,0.01,132.39,135.45,234139,76.44,36539639,59802406,36539639,36029451,8.2,6.85,0.06,0.03,47799043,48636862,91.43,44466312,98.3,299455,47799043,6.9,0.1
"26","ERR1472977","10-12pcw","Prenatal","11833_donorID","F","CAU","Forebrain","L",30,"sequencing batch:FC2014_047",1.24,3.2,0.01,129.18,132.1,291161,74.56,39559881,66563421,39559881,39318622,8.12,7.28,0.06,0.03,53059308,54280468,90.47,49105963,97.8,311809,53059308,7.3,0.1
"27","ERR1472978","10-12pcw","Prenatal","11833_donorID","F","CAU","Forebrain","R",30,"sequencing batch:FC2014_044",0.83,3.15,0.01,128.18,130.32,182953,73.15,28449014,46314811,28449014,28060031,10.14,5.8,0.07,0.04,38893315,39887226,91.71,36581222,97.5,282380,38893315,5.8,0.1
"28","ERR1472979","10-12pcw","Prenatal","11942_donorID","F","CAU","Forebrain","L",16.6666666666667,"sequencing batch:FC2014_044",2.45,2.62,0.01,127.91,130.88,219174,68.91,28746776,54553871,28746776,28628948,12.64,7.46,0.06,0.04,41715614,42670483,90.3,38531779,97.8,261976,41715614,7.5,0.1
"29","ERR1472980","10-12pcw","Prenatal","11841_donorID","M","CAU","Forebrain","L",2,"sequencing batch:FC2014_044",2.93,2.92,0.1,130.2,132.35,200531,72.24,28978985,48440986,28978985,28603859,11.22,5.88,0.05,0.04,40114245,41110452,91.69,37695897,97.6,282863,40114245,5.9,0.1
"30","ERR1472981","13-15pcw","Prenatal","11947_donorID","F","CAU","Forebrain","R",8.33333333333333,"sequencing batch:FC2014_045",1.39,2.63,0.01,125.21,129.89,265214,66.05,29946739,66207211,29946739,29782042,12.96,9.84,0.07,0.04,45339210,46379465,87.91,40774304,97.8,284589,45339210,9.8,0.1
"31","ERR1472982","16-18pcw","Prenatal","11921_donorID","M","CAU","Forebrain","L",3.66666666666667,"sequencing batch:FC2014_044",3.33,2.74,0.08,133.59,137.01,269255,79.75,36012785,58706962,36012785,35609312,5.58,7.66,0.04,0.02,45159801,46084703,90.34,41631438,98,280491,45159801,7.7,0
"32","ERR1472983","10-12pcw","Prenatal","12007_donorID","M","CAU","Forebrain","L",4.5,"sequencing batch:FC2014_080",1.13,2.87,0.11,126.58,128.84,303605,67.82,38634233,69501662,38634233,38199763,13.34,6.17,0.07,0.03,56962763,58564566,91.09,53349343,97.3,303645,56962763,6.2,0.1
"33","ERR1472984","10-12pcw","Prenatal","12007_donorID","M","CAU","Forebrain","R",4.5,"sequencing batch:FC2014_080",1.09,2.93,0.1,127.88,129.96,187982,71.42,28158104,47484408,28158104,27838137,11.32,5.98,0.06,0.03,39424624,40540995,91.27,37000402,97.2,274883,39424624,6,0.1
"34","ERR1472985","10-12pcw","Prenatal","11942_donorID","F","CAU","Forebrain","R",16.6666666666667,"sequencing batch:FC2014_081",1.58,3.09,0.01,129.74,132.46,209922,72.02,29680802,51928129,29680802,29307754,10.57,6.92,0.06,0.03,41211343,42337622,90.42,38281594,97.3,260964,41211343,6.9,0.1
"35","ERR1472986","8-9pcw","Prenatal","11823_donorID","M","BF","Brain","L",2,"sequencing batch:FC2014_038",2.06,2.18,0.07,126.45,132.92,241192,68.73,31958422,72251849,31958422,32017351,10.45,11.45,0.07,0.03,46499233,48173299,85.07,40983221,96.5,288875,46499233,11.5,0.1
"36","ERR1472987","8-9pcw","Prenatal","11823_donorID","M","BF","Brain","R",2,"sequencing batch:FC2014_038",2.21,2.7,0.09,131.08,134.61,218190,75.47,31909899,55472521,31909899,31655370,8.33,7.93,0.06,0.03,42284070,43558100,89.15,38830741,97.1,286590,42284070,7.9,0.1
"37","ERR1472988","8-9pcw","Prenatal","11826_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_038",2.51,3.12,0.01,131.45,134.12,205827,77.1,33934694,54057526,33934694,33438007,7.51,6.38,0.06,0.03,44011908,45392764,90.58,41116471,97,301956,44011908,6.4,0.1
"38","ERR1472989","8-9pcw","Prenatal","11827_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_030",1.62,2.33,0.01,125.38,132.05,225565,68.13,29703795,68783487,29703795,29805293,10.66,11.89,0.07,0.04,43601851,44763869,85.52,38279908,97.4,295806,43601851,11.9,0.1
"39","ERR1472990","8-9pcw","Prenatal","11860_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_030",14.65,2.33,0.01,144.06,149.01,298136,80.86,39347255,66522027,39347255,39210839,4.18,9.16,0.04,0.02,48661366,49521301,89.1,44124385,98.3,274660,48661366,9.2,0
"40","ERR1472991","8-9pcw","Prenatal","11843_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_030",3.68,3,0.02,133.78,136.97,270674,78.49,37470022,60723943,37470022,36932338,6.42,7.22,0.05,0.03,47735666,48864673,90.47,44207393,97.7,294259,47735666,7.2,0.1
"41","ERR1472992","8-9pcw","Prenatal","11444_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_030",3.36,2.85,0.08,134.79,138.08,329771,82.01,47191950,74159394,47191950,46540790,4.1,7.47,0.04,0.02,57543999,58474915,90.93,53173465,98.4,302576,57543999,7.5,0
"42","ERR1472993","8-9pcw","Prenatal","11868_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_037",1.78,2.36,0.01,123.66,128.58,222061,64.64,26736258,61911931,26736258,26679955,13.43,10.19,0.09,0.04,41359485,42525878,87.07,37026944,97.3,301218,41359485,10.2,0.1
"43","ERR1472994","8-9pcw","Prenatal","11793_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_037",2.46,2.08,0.08,125.91,131.92,227030,67.05,24947754,58526216,24947754,25014254,10.62,11.47,0.08,0.03,37209164,38183549,85.97,32827887,97.4,278616,37209164,11.5,0.1
"44","ERR1472995","8-9pcw","Prenatal","11443_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_037",1.91,2.25,0.01,123.1,128.71,183192,61.58,20823950,52607784,20823950,20854778,14.16,11,0.09,0.04,33818286,34711601,86.43,30000639,97.4,269070,33818286,11,0.1
"45","ERR1472996","8-9pcw","Prenatal","11410_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_037",1.8,1.52,0.06,121.35,131.81,260887,58.68,23687544,81321292,23687544,24242469,12.49,17.98,0.13,0.04,40370285,41456801,79.4,32916880,97.4,253739,40370285,18,0.1
"46","ERR1472997","8-9pcw","Prenatal","11849_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_037",1.82,2.04,0.08,124.25,130.15,226584,64.91,26307631,64985091,26307631,26422032,11.71,11.88,0.1,0.03,40527749,41674041,85.37,35576762,97.2,285385,40527749,11.9,0.1
"47","ERR1472998","8-9pcw","Prenatal","11811_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_037",2.22,2.04,0.01,124,130.45,227714,64.45,26015797,65820193,26015797,26114019,11.97,12.3,0.09,0.03,40366016,41451639,85.08,35266672,97.4,277545,40366016,12.3,0.1
"48","ERR1472999","4-7pcw","Prenatal","11566_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_037",1.86,1.97,0.01,124.08,131.37,243916,64.4,26704752,71344233,26704752,26897519,10.91,13.78,0.12,0.03,41465926,42602601,83.55,35594891,97.3,274944,41465926,13.8,0.1
"49","ERR1473000","4-7pcw","Prenatal","11514_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_037",1.97,2,0.01,124.47,131.58,237331,66.78,28365091,72461709,28365091,28563296,9.4,13.62,0.11,0.03,42478206,43588362,83.83,36541456,97.5,283338,42478206,13.6,0.1
"50","ERR1473001","4-7pcw","Prenatal","11770_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_037",2.4,2.9,0.01,128.99,131.87,210075,73.69,30596724,52107916,30596724,30198434,9.05,6.81,0.05,0.03,41519607,42549043,90.78,38623974,97.6,299663,41519607,6.8,0
"51","ERR1473002","4-7pcw","Prenatal","11627_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_037",2.46,2.92,0.01,128.42,131.83,206874,71.68,28723887,51765107,28723887,28306171,9.84,7.31,0.06,0.03,40073705,40998507,90.43,37075621,97.7,287092,40073705,7.3,0.1
"52","ERR1473003","4-7pcw","Prenatal","11456_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_037",4.44,1.98,0.01,129.54,138.89,257064,67.74,29615243,75202917,29615243,29630417,9.19,14.33,0.07,0.03,43715808,45109538,82.58,37249870,96.9,244393,43715808,14.3,0.1
"53","ERR1473004","8-9pcw","Prenatal","11800_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_073",3.8,3.35,0.01,131.74,133.29,189863,73.29,29192686,45736596,29192686,28647459,10.23,5.06,0.07,0.04,39833875,40684818,92.85,37774824,97.9,296329,39833875,5.1,0.1
"54","ERR1473005","8-9pcw","Prenatal","11492_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_073",7.42,2.72,0.08,138.04,141.16,256777,76.81,36537510,60364336,36537510,36079590,7.64,7.33,0.06,0.03,47565703,48572681,90.59,44003702,97.9,277797,47565703,7.3,0.1
"55","ERR1473006","16-18pcw","Prenatal","11819_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_054",3.51,3,0.02,135.52,138.8,247753,83.22,36134504,55547578,36134504,35797799,3.51,7.77,0.03,0.01,43420143,44843910,89.06,39936157,96.8,257936,43420143,7.8,0
"56","ERR1473007","13-15pcw","Prenatal","11794_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_055",3.39,3.14,0.01,134.36,136.56,225972,79.53,33122389,49748806,33122389,32627766,6.19,6.24,0.04,0.02,41646386,42590521,91.55,38989494,97.8,264976,41646386,6.2,0
"57","ERR1473008","13-15pcw","Prenatal","11501_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_055",4.4,2.7,0.09,136.06,139.12,246949,82.45,34605218,52936878,34605218,34251230,4.02,7.51,0.05,0.02,41969987,42998802,90.1,38741424,97.6,246550,41969987,7.5,0
"58","ERR1473009","10-12pcw","Prenatal","1047_donorID","F","BF","Brain","",2.5,"sequencing batch:FC2014_047",1.42,3.17,0.01,129.95,132.92,259973,74.93,37911448,63942444,37911448,37518243,8.37,7.21,0.06,0.04,50592989,51494754,91.04,46881920,98.2,334079,50592989,7.2,0.1
"59","ERR1473010","10-12pcw","Prenatal","11429_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_047",35.48,1.62,0,162.71,169.14,422700,85.16,52674911,83170197,52674911,53099836,1.95,9.6,0.02,0.01,61857031,64276139,86.64,55686416,96.2,192249,61857031,9.6,0
"60","ERR1473011","10-12pcw","Prenatal","11798_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_047",1.74,2.77,0.11,131.17,133.53,204580,74.05,29645293,48693047,29645293,29919350,9.13,7.34,0.07,0.03,40032343,40866589,90.62,37034573,98,271300,40032343,7.3,0.1
"61","ERR1473012","10-12pcw","Prenatal","11806_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_047",3.52,3.28,0.01,131.15,133.33,226646,73.99,35361743,56874789,35361743,34657343,9.39,5.63,0.06,0.04,47792196,48800085,92.31,45045089,97.9,310967,47792196,5.6,0.1
"62","ERR1473013","10-12pcw","Prenatal","11880_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_044",3.81,2.8,0.09,132.44,135.44,204915,75.53,28384858,47976715,28384858,28007510,8.21,7.15,0.05,0.03,37581844,38433159,90.64,34835535,97.8,272212,37581844,7.1,0.1
"63","ERR1473014","4-7pcw","Prenatal","11122_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_045",2.89,3.32,0.02,132.39,134.02,240278,77.97,34689725,50941792,34689725,34037253,7.56,5.02,0.04,0.03,44492927,45701531,92.34,42199430,97.4,299407,44492927,5,0
"64","ERR1473015","4-7pcw","Prenatal","11238_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_045",2.52,3.32,0.02,130.68,132.39,206600,76.02,30773982,46757088,30773982,30204466,8.44,5.15,0.05,0.03,40480690,41530083,92.33,38342850,97.5,301129,40480690,5.1,0
"65","ERR1473016","4-7pcw","Prenatal","11286_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_045",3.06,3.05,0.12,130.7,132.35,195629,75.87,29585799,44851220,29585799,29084890,8.61,4.99,0.05,0.03,38995385,40081802,92.29,36993376,97.3,305824,38995385,5,0.1
"66","ERR1473017","8-9pcw","Prenatal","11237_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_045",4.25,2.97,0.11,132.57,134.76,238552,78.13,36421186,55463494,36421186,35835505,7.15,5.67,0.04,0.03,46615956,47625769,92.21,43916986,97.9,301216,46615956,5.7,0
"67","ERR1473018","8-9pcw","Prenatal","11382_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_045",3.1,3.08,0.11,134.56,136.31,207645,81.69,32629684,46157208,32629684,32054512,5.35,5.3,0.04,0.02,39944044,40820843,92.55,37780616,97.9,281835,39944044,5.3,0
"68","ERR1473019","8-9pcw","Prenatal","11254_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_045",2.81,3.11,0.11,131.4,133.2,165441,78.36,25767240,38207463,25767240,25343019,7.22,5.22,0.05,0.03,32883023,33622902,92.58,31127985,97.8,281531,32883023,5.2,0
"69","ERR1473020","8-9pcw","Prenatal","11471_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_045",4.24,3.2,0.11,134.46,136.15,240478,78.92,35316093,51341979,35316093,34672880,7.04,5.05,0.05,0.03,44747311,45775274,92.7,42435462,97.8,286106,44747311,5.1,0
"70","ERR1473021","19-24pcw","Prenatal","11875_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_045",4.23,2.85,0.09,135.54,138.01,221322,81.8,33127326,48870642,33127326,32563265,5.13,6.04,0.04,0.02,40498590,41531687,91.47,37991046,97.5,263758,40498590,6,0
"71","ERR1473022","8-9pcw","Prenatal","11304_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_045",4.1,3.37,0.02,132.47,134.03,199330,77.93,32432296,47234423,32432296,31818586,7.66,4.73,0.05,0.03,41618918,42539351,93.1,39605651,97.8,308355,41618918,4.7,0
"72","ERR1473023","8-9pcw","Prenatal","11165_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_045",2.59,3.32,0.01,130.83,132.5,195647,76.16,30670371,46319992,30670371,30122670,8.18,5.11,0.05,0.03,40271725,41110176,92.85,38170792,98,298085,40271725,5.1,0.1
"73","ERR1473024","8-9pcw","Prenatal","1707_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_048",2.82,2.84,0.02,135.17,139.31,250875,79.25,33974358,57319815,33974358,33526363,5.59,8.78,0.04,0.03,42871526,43688583,89.35,39034984,98.1,269692,42871526,8.8,0
"74","ERR1473025","8-9pcw","Prenatal","1607_donorID","F","BF","Brain","",3.58333333333333,"sequencing batch:FC2014_048",1.77,2.66,0.01,134.89,139.54,298054,76.97,36034678,64636295,36034678,36108265,6.44,10.42,0.04,0.02,46813738,47859136,87.39,41825902,97.8,251461,46813738,10.4,0
"75","ERR1473026","8-9pcw","Prenatal","2193_donorID","M","BF","Brain","",4,"sequencing batch:FC2014_048",2.65,3.02,0.09,133.74,136.17,235710,80.91,35521900,53517317,35521900,35075328,5.57,6.49,0.04,0.03,43901425,44676472,91.78,41002621,98.3,301012,43901425,6.5,0
"76","ERR1473027","8-9pcw","Prenatal","11120_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_048",3.29,3.09,0.12,131.98,133.74,221042,74.99,31934682,49437752,31934682,31523515,8.87,5.54,0.06,0.04,42583021,43440268,92.48,40174848,98,293196,42583021,5.5,0.1
"77","ERR1473028","8-9pcw","Prenatal","11354_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_048",2.41,2.74,0.11,128.14,131,230166,69.83,31051947,56413807,31051947,30726986,11.03,7.1,0.05,0.06,44466722,45460725,90.71,41238849,97.8,305521,44466722,7.1,0.1
"78","ERR1473029","8-9pcw","Prenatal","11245_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_048",2.4,3.16,0.01,130.32,132.49,245953,73.68,35728038,58306419,35728038,35261697,9.28,6.23,0.05,0.05,48490917,49556389,91.62,45405653,97.8,315108,48490917,6.2,0
"79","ERR1473030","8-9pcw","Prenatal","11241_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_048",2.76,3.17,0.01,129.99,132.11,216434,73.39,32488005,52747285,32488005,32005664,9.35,5.96,0.06,0.05,44269508,45095654,92.21,41582713,98.2,310931,44269508,6,0.1
"80","ERR1473031","8-9pcw","Prenatal","11156_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_048",2.85,3.01,0.11,130.85,133.08,202653,74.24,30842891,49909624,30842891,30440560,9.04,6.05,0.05,0.05,41546425,42381325,91.98,38983568,98,300157,41546425,6,0.1
"81","ERR1473032","4-7pcw","Prenatal","11894_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_049",2.76,3,0.12,130.24,131.84,219767,74.51,33954582,52142298,33954582,33465030,9.41,5.13,0.06,0.03,45571078,46491016,92.89,43186520,98,325216,45571078,5.1,0.1
"82","ERR1473033","4-7pcw","Prenatal","11470_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_049",2.71,3.26,0.02,130.66,132.57,215447,74.62,33298015,52175221,33298015,32648435,9.17,5.31,0.05,0.04,44624751,45501043,92.76,42207169,98.1,304137,44624751,5.3,0.1
"83","ERR1473034","4-7pcw","Prenatal","11363_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_049",3.56,3.04,0.02,135.03,137.65,236775,80.5,35851157,54567124,35851157,35228371,5.49,6.55,0.04,0.02,44537130,45279404,91.81,41572551,98.4,286701,44537130,6.5,0
"84","ERR1473035","4-7pcw","Prenatal","11323_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_049",3.02,3.09,0.01,132.95,135.3,221815,79.21,34708606,52878040,34708606,34071637,6.3,6.03,0.05,0.02,43819365,44736651,91.92,41122132,97.9,304610,43819365,6,0
"85","ERR1473036","4-7pcw","Prenatal","11320_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_049",3.47,2.9,0.1,133.17,135.39,220330,80.48,35943994,53470538,35943994,35470884,5.68,5.87,0.04,0.02,44659821,47287515,88.57,41884321,94.4,301714,44659821,5.9,0
"86","ERR1473037","4-7pcw","Prenatal","11318_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_049",2.96,3,0.1,133.22,135.1,192366,81.48,32256649,46417215,32256649,31873827,5.41,5.57,0.04,0.03,39587084,42007837,88.67,37248280,94.2,300931,39587084,5.6,0
"87","ERR1473038","4-7pcw","Prenatal","11317_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_049",3.41,3.1,0.11,133.65,135.49,202026,81.07,33246564,47726022,33246564,32771306,5.52,5.32,0.04,0.02,41011545,43444866,89.08,38700960,94.4,296249,41011545,5.3,0
"88","ERR1473039","4-7pcw","Prenatal","11300_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_049",3.7,2.72,0.1,135.6,138.53,247417,81.13,36389152,55737900,36389152,36094489,4.9,7.09,0.04,0.02,44851088,47561069,87.22,41481050,94.3,277438,44851088,7.1,0
"89","ERR1473040","4-7pcw","Prenatal","11859_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_049",3.6,2.82,0.1,133.24,135.69,237550,79.01,36843002,56710402,36843002,36422640,6.73,6.35,0.04,0.02,46630138,47519092,91.78,43612328,98.1,312601,46630138,6.4,0
"90","ERR1473041","4-7pcw","Prenatal","11469_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_049",3.03,3.31,0.02,132.77,134.24,232264,79.25,37414430,53858027,37414430,36765878,6.85,4.98,0.04,0.03,47208619,47957752,93.46,44820580,98.4,308699,47208619,5,0
